Energy,Scale,PrimVec1,PrimVec2,PrimVec3,Coord1,Coord2,Coord3,Coord4,Coord5,Coord6,Coord7,Coord8,Coord9,Coord10,Coord11,Coord12,Coord13,Coord14,Coord15,Coord16,Coord17,Coord18,Coord19,Coord20,Coord21,Coord22,Coord23,Coord24,Coord25,Coord26,Coord27,Coord28,Coord29,Coord30,Coord31,Coord32,Coord33,Coord34,Coord35,Coord36,Coord37,Coord38,Coord39,Coord40,Coord41,Coord42,Coord43,Coord44,Coord45,Coord46,Coord47,Coord48,Coord49,Coord50,Coord51,Coord52,Coord53,Coord54,Coord55,Coord56,Coord57,Coord58,Coord59,Coord60,Coord61,Coord62,Coord63,Coord64,Coord65,Coord66,Coord67,Coord68,Coord69,Coord70,Coord71,Coord72,Coord73,Coord74,Coord75,Coord76,Coord77,Coord78,Coord79,Coord80,Coord81,Coord82,Coord83,Coord84,Coord85,Coord86,Coord87,Coord88,Coord89,Coord90,Coord91,Coord92,Coord93,Coord94,Coord95,Coord96
-99.361385,4.6,4.593152162;0.0;0.0,0.0;5.567083463;0.0,0.0;0.0;4.990945421,0.0;0.165887579401;0.250000730272,0.0;0.83411179855;0.750000187189,0.500000853227;0.665887268376;0.250000730272,0.500000853227;0.334112109574;0.750000187189,0.272102894901;0.38254141763;0.418559976875,0.727896634399;0.617457960321;0.581440940586,0.272102894901;0.617457960321;0.918559433792,0.227895781172;0.882541106605;0.418559976875,0.772103748127;0.882541106605;0.0814394800412,0.772103748127;0.117458271345;0.581440940586,0.727896634399;0.38254141763;0.0814394800412,0.227895781172;0.117458271345;0.918559433792,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-198.972078,5.22,5.244911326;0.0;0.0,0.0;5.530257195;0.0,0.0;0.0;9.317363284,0.136110976073;0.396831453334;0.628965493925,0.63611180297;0.603169053876;0.87103505065,0.363887944213;0.896831706938;0.37103522688,0.86388877111;0.103168800271;0.12896459689,0.86388877111;0.603169053876;0.37103522688,0.363887944213;0.396831453334;0.12896459689,0.535082449552;0.11109609885;0.230319451393,0.964916217918;0.611096352455;0.769681269412,0.136110976073;0.896831706938;0.87103505065,0.464917297631;0.388904154755;0.730319275163,0.0350835292654;0.88890440836;0.269681445642,0.63611180297;0.103168800271;0.628965493925,0.680617798494;0.350712440961;0.0112510371019,0.0350835292654;0.388904154755;0.230319451393,0.964916217918;0.11109609885;0.730319275163,0.819380868976;0.850712694566;0.988749683703,0.535082449552;0.611096352455;0.269681445642,0.464917297631;0.88890440836;0.769681269412,0.819380868976;0.350712440961;0.511250860872,0.680617798494;0.850712694566;0.488748786668,0.319381948689;0.649288066249;0.988749683703,0.180618878208;0.649288066249;0.488748786668,0.180618878208;0.149287812644;0.0112510371019,0.319381948689;0.149287812644;0.511250860872,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-174.741283,5.31,5.353181141;0.0;0.0,0.0;5.614107229;0.0,0.0;0.0;9.465769398,0.13437056977;0.392347333272;0.629274784706,0.634370463198;0.607653160306;0.870724782472,0.365629323658;0.892348470674;0.370724222454,0.865629217085;0.107652022904;0.129275281126,0.865629217085;0.607653160306;0.370724222454,0.365629323658;0.392347333272;0.129275281126,0.534377583096;0.113243294805;0.231059928468,0.965622097188;0.61324265098;0.768940135129,0.13437056977;0.892348470674;0.870724782472,0.46562220376;0.386757842598;0.731059432048,0.0343776896676;0.886757198773;0.268940631549,0.634370463198;0.107652022904;0.629274784706,0.677410292027;0.35029434241;0.0130533498974,0.0343776896676;0.386757842598;0.231059928468,0.965622097188;0.113243294805;0.731059432048,0.822589388256;0.850295479812;0.9869467137,0.534377583096;0.61324265098;0.268940631549,0.46562220376;0.886757198773;0.768940135129,0.822589388256;0.35029434241;0.513053909915,0.677410292027;0.850295479812;0.486946153682,0.322589494828;0.649704369941;0.9869467137,0.177410398599;0.649704369941;0.486946153682,0.177410398599;0.149705013766;0.0130533498974,0.322589494828;0.149705013766;0.513053909915,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-209.536536,5.23,5.238961998;0.0;0.0,0.0;5.553264746;0.0,0.0;0.0;9.34278682,0.136492686962;0.403982180323;0.628944030642,0.636492496276;0.596018765787;0.87105594474,0.363509031126;0.903981753007;0.371056309728,0.86350884044;0.0960191931033;0.128944395629,0.86350884044;0.596018765787;0.371056309728,0.363509031126;0.403982180323;0.128944395629,0.535919138385;0.108460523233;0.229403714469,0.964080289555;0.608460095916;0.770596625901,0.136492686962;0.903981753007;0.87105594474,0.464080480242;0.391539049451;0.729403349482,0.0359193290716;0.891538622135;0.270595920544,0.636492496276;0.0960191931033;0.628944030642,0.680865790086;0.352416117278;0.0111540594908,0.0359193290716;0.391539049451;0.229403714469,0.964080289555;0.108460523233;0.729403349482,0.819133637854;0.852415689961;0.988846280879,0.535919138385;0.608460095916;0.270595920544,0.464080480242;0.891538622135;0.770596625901,0.819133637854;0.352416117278;0.511153694503,0.680865790086;0.852415689961;0.488846645866,0.319133828541;0.647584828833;0.988846280879,0.180865980773;0.647584828833;0.488846645866,0.180865980773;0.147585256149;0.0111540594908,0.319133828541;0.147585256149;0.511153694503,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-170.302923,5.29,5.334170814;0.0;0.0,0.0;5.596223255;0.0,0.0;0.0;9.422585023,0.134493255843;0.392507571609;0.629378242332,0.634494116896;0.607491846749;0.870622019327,0.365505730503;0.892507280788;0.370621224587,0.865506591556;0.10749213757;0.129378508872,0.865506591556;0.607491846749;0.370621224587,0.365505730503;0.392507571609;0.129378508872,0.534604177376;0.113869652972;0.23170074822,0.965396531076;0.613869362151;0.768299779979,0.134493255843;0.892507280788;0.870622019327,0.465395670023;0.386130056207;0.73170048168,0.0346033163234;0.886129765386;0.268300046519,0.634494116896;0.10749213757;0.629378242332,0.678283490754;0.349374910705;0.0124742838311,0.0346033163234;0.386130056207;0.23170074822,0.965396531076;0.113869652972;0.73170048168,0.821715342991;0.849374619884;0.987525183088,0.534604177376;0.613869362151;0.268300046519,0.465395670023;0.886129765386;0.768299779979,0.821715342991;0.349374910705;0.512475078571,0.678283490754;0.849374619884;0.487525449628,0.321716356645;0.650626294572;0.987525183088,0.178284504408;0.650626294572;0.487525449628,0.178284504408;0.150624798474;0.0124742838311,0.321716356645;0.150624798474;0.512475078571,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-101.946739,4.63,4.628257334;0.0;0.0,0.0;5.617440364;0.0,0.0;0.0;5.005355122,0.0;0.169082346844;0.250000243639,0.0;0.830919368528;0.750000730917,0.500000288013;0.669082314445;0.250000243639,0.500000288013;0.330917620757;0.750000730917,0.273323177324;0.379858060207;0.418122180942,0.726675238063;0.620141874994;0.581876795754,0.273323177324;0.620141874994;0.91812266822,0.22667711069;0.879858027808;0.418122180942,0.773323465337;0.879858027808;0.0818783063361,0.773323465337;0.120141907393;0.581876795754,0.726675238063;0.379858060207;0.0818783063361,0.22667711069;0.120141907393;0.91812266822,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-174.757694,5.3,5.342944479;0.0;0.0,0.0;5.604786221;0.0,0.0;0.0;9.44610774,0.13445582353;0.392468135851;0.629294113895,0.634455404379;0.607532538394;0.870705715664,0.365545628946;0.892467580879;0.370706125357,0.865545209795;0.107533093366;0.12929346495,0.865545209795;0.607532538394;0.370706125357,0.365545628946;0.392468135851;0.12929346495,0.534471209878;0.113338845578;0.23121798524,0.96552753267;0.613338290606;0.768782254012,0.13445582353;0.892467580879;0.870705715664,0.465527951821;0.386662383639;0.731217575547,0.0344716290285;0.886661828667;0.268781605068,0.634455404379;0.107533093366;0.629294113895,0.677753627093;0.350052601944;0.0128169192362,0.0344716290285;0.386662383639;0.23121798524,0.96552753267;0.113338845578;0.731217575547,0.822246987081;0.850052046972;0.987183320016,0.534471209878;0.613338290606;0.268781605068,0.465527951821;0.886661828667;0.768782254012,0.822246987081;0.350052601944;0.512817568181,0.677753627093;0.850052046972;0.487182671071,0.322247406232;0.649948072301;0.987183320016,0.177754046244;0.649948072301;0.487182671071,0.177754046244;0.149946843084;0.0128169192362,0.322247406232;0.149946843084;0.512817568181,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-94.35104,4.65,4.638431607;0.0;0.0,0.0;5.617385081;0.0,0.0;0.0;5.059427718,0.0;0.161025100996;0.250000606887,0.0;0.838973994491;0.749999844152,0.500000904724;0.661026428927;0.250000606887,0.500000904724;0.338974446748;0.749999844152,0.273465280395;0.382398566063;0.418385263707,0.726534373152;0.617600529423;0.581615187333,0.273465280395;0.617600529423;0.91838647748,0.226535624329;0.882399893994;0.418385263707,0.773464029217;0.882399893994;0.0816139735589,0.773464029217;0.11760098168;0.581615187333,0.726534373152;0.382398566063;0.0816139735589,0.226535624329;0.11760098168;0.91838647748,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-42.667104,4.78,4.742089537;5.63e-07;0.0,5.63e-07;4.742089537;0.0,0.0;0.0;3.092487813,0.0;0.0;0.0,0.500001043844;0.500001043844;0.499998736778,0.306031722172;0.306031722172;0.0,0.69396825674;0.69396825674;0.0,0.806032838683;0.193967140229;0.499998736778,0.193967140229;0.806032838683;0.499998736778,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-96.82345,4.61,4.59899208;0.0;0.0,0.0;5.573642562;0.0,0.0;0.0;5.011282566,0.0;0.163557312809;0.249999871989,0.0;0.836444021686;0.749999615967,0.500000861058;0.663557082978;0.249999871989,0.500000861058;0.336442457359;0.749999615967,0.272116145936;0.383164147368;0.418635343821,0.727883401791;0.616835392969;0.581364144135,0.272116145936;0.616835392969;0.918635087798,0.227882540733;0.883163917536;0.418635343821,0.772117006994;0.883163917536;0.081364400157,0.772117006994;0.116835622801;0.581364144135,0.727883401791;0.383164147368;0.081364400157,0.227882540733;0.116835622801;0.918635087798,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-198.967389,5.23,5.255194979;0.0;0.0,0.0;5.54006851;0.0,0.0;0.0;9.33611294,0.135987342593;0.396834442757;0.628944833652,0.63598782031;0.603165826193;0.871055229544,0.364013135125;0.896833674716;0.371055922552,0.864013612843;0.103166594234;0.12894445555,0.864013612843;0.603165826193;0.371055922552,0.364013135125;0.396834442757;0.12894445555,0.535019159372;0.110911985816;0.230143959677,0.964980370902;0.610913022807;0.769855725417,0.135987342593;0.896833674716;0.871055229544,0.464979893185;0.389087246143;0.730144337778,0.0350205845331;0.889086478102;0.269855347315,0.63598782031;0.103166594234;0.628944833652,0.680246882235;0.350983024215;0.0114651569329,0.0350205845331;0.389087246143;0.230143959677,0.964980370902;0.110911985816;0.730144337778,0.81975264804;0.850984061206;0.988534528161,0.535019159372;0.610913022807;0.269855347315,0.464979893185;0.889086478102;0.769855725417,0.81975264804;0.350983024215;0.511465535035,0.680246882235;0.850984061206;0.488534150059,0.319752170322;0.649017244734;0.988534528161,0.180246404517;0.649017244734;0.488534150059,0.180246404517;0.149016207744;0.0114651569329,0.319752170322;0.149016207744;0.511465535035,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-43.716596,3.9,3.905470467;0.0;0.0,0.0;3.905470467;0.0,1.952735233;1.952735233;4.905894998,0.125001347808;0.374999397531;0.74999974551,0.875000262598;0.624999652365;0.249999235715,0.918340978213;0.168341708023;0.163317804463,0.668341742562;0.418341132328;0.663316275894,0.0816596130114;0.831658883202;0.836683215127,0.331659867845;0.581657917568;0.336682705332,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-209.60276,5.2,5.208648325;0.0;0.0,0.0;5.51900097;0.0,0.0;0.0;9.293718717,0.136910759856;0.403092880775;0.628937692004,0.636909960705;0.59690875539;0.871062515072,0.363090360876;0.903092792897;0.371062446047,0.863089561724;0.0969070313463;0.128937622978,0.863089561724;0.59690875539;0.371062446047,0.363090360876;0.403092880775;0.128937622978,0.535780076878;0.109036038093;0.229704606413,0.964219445551;0.609035950215;0.770295531637,0.136910759856;0.903092792897;0.871062515072,0.464220244702;0.390963874029;0.729704675438,0.0357808760299;0.890963786151;0.270295462612,0.636909960705;0.0969070313463;0.628937692004,0.682115546743;0.351599865727;0.0106986237724,0.0357808760299;0.390963874029;0.229704606413,0.964219445551;0.109036038093;0.729704675438,0.81788589557;0.851599777849;0.989301514278,0.535780076878;0.609035950215;0.270295462612,0.464220244702;0.890963786151;0.770295531637,0.81788589557;0.351599865727;0.510698692798,0.682115546743;0.851599777849;0.489301445253,0.317884774837;0.648399958516;0.989301514278,0.182114426011;0.648399958516;0.489301445253,0.182114426011;0.148400046395;0.0106986237724,0.317884774837;0.148400046395;0.510698692798,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-48.471516,4.69,4.664870919;-2.276e-06;0.0,-2.276e-06;4.664870919;0.0,0.0;0.0;3.018582658,0.0;0.0;0.0,0.499999073607;0.499999073607;0.499999559727,0.305041815515;0.305041815515;0.0,0.6949563317;0.6949563317;0.0,0.805044878824;0.194953268391;0.499999559727,0.194953268391;0.805044878824;0.499999559727,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-53.680652,4.67,4.670006741;-9.81e-06;0.0,-9.81e-06;4.670006741;0.0,0.0;0.0;2.973578674,0.0;0.0;0.0,0.500000328587;0.500000328587;0.500000222964,0.305533391367;0.305533391367;0.0,0.694465124478;0.694465124478;0.0,0.805536718965;0.194463938209;0.500000222964,0.194463938209;0.805536718965;0.500000222964,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-47.271631,3.89,3.88464335;0.0;0.0,0.0;3.88464335;0.0,1.942321675;1.942321675;4.920595249,0.12499920674;0.374998991147;0.75000072415,0.874999016938;0.624999232531;0.250000241383,0.919276180366;0.169276827143;0.161445914529,0.669275938982;0.419276154575;0.661446397295,0.0807220433125;0.830721396535;0.838555051005,0.330722284696;0.580722069103;0.338554568238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-52.3232,4.64,4.62567343;-4.711e-06;0.0,-4.711e-06;4.62567343;0.0,0.0;0.0;2.972814503,0.0;0.0;0.0,0.499999057542;0.499999057542;0.500000924545,0.304496514031;0.304496514031;0.0,0.695503762901;0.695503762901;0.0,0.80449927504;0.195501001893;0.500000924545,0.195501001893;0.80449927504;0.500000924545,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-51.009528,4.66,4.642830841;-2.133e-06;0.0,-2.133e-06;4.642830841;0.0,0.0;0.0;2.989205931,0.0;0.0;0.0,0.49999906221;0.49999906221;0.499999007931,0.304749558725;0.304749558725;0.0,0.695250719553;0.695250719553;0.0,0.804752648636;0.195247629643;0.499999007931,0.195247629643;0.804752648636;0.499999007931,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-87.363904,4.67,4.648861412;0.0;0.0,0.0;5.631978532;0.0,0.0;0.0;5.100243869,0.0;0.158415021458;0.249999810352,0.0;0.841583463621;0.749999431057,0.499999848135;0.658415151786;0.249999810352,0.499999848135;0.341585108869;0.749999431057,0.272701181568;0.384591309731;0.418905459205,0.727298514701;0.615408950923;0.581093782204,0.272701181568;0.615408950923;0.918905079909,0.227298666566;0.884591440058;0.418905459205,0.772701029703;0.884591440058;0.0810941614996,0.772701029703;0.115408820596;0.581093782204,0.727298514701;0.384591309731;0.0810941614996,0.227298666566;0.115408820596;0.918905079909,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-42.593147,3.91,3.916463025;0.0;0.0,0.0;3.916463025;0.0,1.958231513;1.958231513;4.916016752,0.124999874494;0.375000958061;0.74999947844,0.874999653542;0.625001123299;0.249999148091,0.918408781464;0.168410637412;0.163180892269,0.668408616226;0.418410085983;0.663181222618,0.0815897294885;0.831590426865;0.836819768429,0.331589894727;0.581590978294;0.33681943808,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-44.858735,4.78,4.754442605;-1.065e-06;0.0,-1.065e-06;4.754442605;0.0,0.0;0.0;3.076438788,0.0;0.0;0.0,0.499999838046;0.499999838046;0.500000196981,0.306458705558;0.306458705558;0.0,0.693543073831;0.693543073831;0.0,0.806460509606;0.193541269783;0.500000196981,0.193541269783;0.806460509606;0.500000196981,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-49.725728,4.69,4.671906944;2.234e-06;0.0,2.234e-06;4.671906944;0.0,0.0;0.0;3.009497362,0.0;0.0;0.0,0.499999017746;0.499999017746;0.500000438279,0.305228536273;0.305228536273;0.0,0.694771639672;0.694771639672;0.0,0.805232126834;0.194768049111;0.500000438279,0.194768049111;0.805232126834;0.500000438279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-85.139013,4.65,4.621991008;0.0;0.0,0.0;5.606695768;0.0,0.0;0.0;5.087104539,0.0;0.158747689696;0.250000759813,0.0;0.841251281534;0.750000313685,0.500000972741;0.658748067102;0.250000759813,0.500000972741;0.341250904128;0.750000313685,0.271052020186;0.386346983969;0.419490101617,0.728947761726;0.613653770843;0.580509006127,0.271052020186;0.613653770843;0.919491621243,0.228946788985;0.886347361375;0.419490101617,0.771052992927;0.886347361375;0.0805094522552,0.771052992927;0.113653393437;0.580509006127,0.728947761726;0.386346983969;0.0805094522552,0.228946788985;0.113653393437;0.919491621243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-193.832297,5.21,5.238341223;0.0;0.0,0.0;5.518344366;0.0,0.0;0.0;9.295560591,0.135707081639;0.395392142151;0.629091698424,0.635706964903;0.60460706667;0.870908206207,0.364292801626;0.895391746561;0.370908237997,0.864292684891;0.104607462259;0.129091730214,0.864292684891;0.60460706667;0.370908237997,0.364292801626;0.395392142151;0.129091730214,0.535062509424;0.112243810628;0.230975849061,0.964939049371;0.612243415039;0.769024087361,0.135707081639;0.895391746561;0.870908206207,0.464937257105;0.387755793782;0.730975817271,0.0350626261599;0.887755398192;0.26902411915,0.635706964903;0.104607462259;0.629091698424,0.680776575673;0.349798757014;0.0110633456684,0.0350626261599;0.387755793782;0.230975849061,0.964939049371;0.112243810628;0.730975817271,0.819223074121;0.849798361424;0.988936590753,0.535062509424;0.612243415039;0.26902411915,0.464937257105;0.887755398192;0.769024087361,0.819223074121;0.349798757014;0.511063313879,0.680776575673;0.849798361424;0.488936622542,0.319223190856;0.650200451807;0.988936590753,0.180776692408;0.650200451807;0.488936622542,0.180776692408;0.150200847397;0.0110633456684,0.319223190856;0.150200847397;0.511063313879,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-104.659656,4.6,4.599165453;0.0;0.0,0.0;5.589726106;0.0,0.0;0.0;4.964229195,0.0;0.172505768926;0.250000544143,0.0;0.827493138713;0.749999618017,0.499999407175;0.672505222745;0.250000544143,0.499999407175;0.327493684894;0.749999618017,0.272138502689;0.380458712944;0.418379151811,0.727862485968;0.619540194694;0.581621010349,0.272138502689;0.619540194694;0.918378225685,0.227860904486;0.880458166764;0.418379151811,0.772137909864;0.880458166764;0.0816219364747,0.772137909864;0.119540740875;0.581621010349,0.727862485968;0.380458712944;0.0816219364747,0.227860904486;0.119540740875;0.918378225685,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-48.533289,3.86,3.860370202;0.0;0.0,0.0;3.860370202;0.0,1.930185101;1.930185101;4.868275509,0.125000923111;0.375000262423;0.750000691877,0.874999832361;0.625000493048;0.250000230626,0.91813112179;0.168130513428;0.163737651767,0.668130891164;0.418131551852;0.663738113019,0.081870660739;0.831868678675;0.83626121662,0.331870891365;0.581870230677;0.336260755369,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-99.365539,4.61,4.603301603;0.0;0.0,0.0;5.580129937;0.0,0.0;0.0;5.00077051,0.0;0.165700442542;0.249999474581,0.0;0.834299568749;0.750000423435,0.499999825886;0.66569955215;0.249999474581,0.499999825886;0.33430045914;0.750000423435,0.272506585096;0.382000065243;0.418419520715,0.727493066676;0.617999946047;0.581580377301,0.272506585096;0.617999946047;0.918420469569,0.22749324079;0.881999174852;0.418419520715,0.772506410982;0.881999174852;0.0815794284469,0.772506410982;0.118000836438;0.581580377301,0.727493066676;0.382000065243;0.0815794284469,0.22749324079;0.118000836438;0.918420469569,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
