Energy,Scale,PrimVec1,PrimVec2,PrimVec3,Coord1,Coord2,Coord3,Coord4,Coord5,Coord6,Coord7,Coord8,Coord9,Coord10,Coord11,Coord12,Coord13,Coord14,Coord15,Coord16,Coord17,Coord18,Coord19,Coord20,Coord21,Coord22,Coord23,Coord24,Coord25,Coord26,Coord27,Coord28,Coord29,Coord30,Coord31,Coord32,Coord33,Coord34,Coord35,Coord36,Coord37,Coord38,Coord39,Coord40,Coord41,Coord42,Coord43,Coord44,Coord45,Coord46,Coord47,Coord48,Coord49,Coord50,Coord51,Coord52,Coord53,Coord54,Coord55,Coord56,Coord57,Coord58,Coord59,Coord60,Coord61,Coord62,Coord63,Coord64,Coord65,Coord66,Coord67,Coord68,Coord69,Coord70,Coord71,Coord72,Coord73,Coord74,Coord75,Coord76,Coord77,Coord78,Coord79,Coord80,Coord81,Coord82,Coord83,Coord84,Coord85,Coord86,Coord87,Coord88,Coord89,Coord90,Coord91,Coord92,Coord93,Coord94,Coord95,Coord96
-88.799269,5.3,5.279650957;0.0;0.0,0.0;3.255907464;0.0,0.0;0.0;6.541928803,0.239771532306;0.250000962558;0.589711401052,0.760228286432;0.749999816334;0.410288781921,0.260229324095;0.749999816334;0.0897120738659,0.739772388707;0.250000962558;0.910288109108,0.134274027918;0.250000962558;0.90925630332,0.86572579082;0.749999816334;0.0907438796533,0.500449749712;0.250000962558;0.149229688888,0.999550925427;0.749999816334;0.649230544675,0.365724934418;0.749999816334;0.409256976134,0.63427488432;0.250000962558;0.59074320684,0.000448893311187;0.250000962558;0.350769638298,0.49955196309;0.749999816334;0.850768965484,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-41.240139,3.99,4.006516393;0.0;0.0,0.0;4.006516393;0.0,2.003258196;2.003258196;4.991786275,0.125000420812;0.375000645883;0.750000058847,0.875000556625;0.625000331554;0.250000687379,0.920300973647;0.170300298435;0.159399853312,0.67030028633;0.42030006126;0.65940122807,0.0797010054351;0.829701680648;0.840598889623,0.329700691106;0.579700916177;0.340599518155,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-211.624338,5.17,5.175050897;0.0;0.0,0.0;5.498382801;0.0,0.0;0.0;9.26225215,0.136462425985;0.402276465654;0.629088898211,0.636461373145;0.597723024923;0.870910213776,0.363538453523;0.902276210943;0.370910869664,0.863537400683;0.0977232796346;0.129089554099,0.863537400683;0.597723024923;0.370910869664,0.363538453523;0.402276465654;0.129089554099,0.535515506061;0.109439451886;0.229935437463,0.964485200115;0.609439197175;0.770064330412,0.636461373145;0.0977232796346;0.629088898211,0.136462425985;0.902276210943;0.870910213776,0.464486252955;0.390560293403;0.729934781575,0.0355146265531;0.890560038692;0.2700649863,0.316277082598;0.149589439253;0.510257108472,0.0355146265531;0.390560293403;0.229935437463,0.464486252955;0.890560038692;0.770064330412,0.816276029758;0.350412124752;0.510257108472,0.68372274407;0.850411870041;0.489742659403,0.316277082598;0.649589184542;0.989743083166,0.18372379691;0.649589184542;0.489742659403,0.18372379691;0.149589439253;0.0102566847092,0.535515506061;0.609439197175;0.2700649863,0.816276029758;0.850411870041;0.989743083166,0.964485200115;0.109439451886;0.729934781575,0.68372274407;0.350412124752;0.0102566847092,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-23.959976,4.82,0.0;2.41;2.41,2.41;0.0;2.41,2.41;2.41;0.0,0.0;0.0;0.0,0.25;0.25;0.25,0.75;0.75;0.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-92.029844,4.67,4.640885636;0.0;0.0,0.0;5.645889809;0.0,0.0;0.0;5.096420671,0.0;0.155697335538;0.250000948165,0.0;0.844302698292;0.750000882335,0.499999392788;0.655698238053;0.250000948165,0.499999392788;0.344301795777;0.750000882335,0.272764747784;0.382795285263;0.418656570511,0.727236192553;0.617204748567;0.581343297828,0.272764747784;0.617204748567;0.91865650468,0.227234645004;0.882796187778;0.418656570511,0.227234645004;0.117203846052;0.91865650468,0.772764140573;0.882796187778;0.0813433636589,0.772764140573;0.117203846052;0.581343297828,0.727236192553;0.382795285263;0.0813433636589,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-47.358288,3.9,3.907476256;0.0;0.0,0.0;3.907476256;0.0,1.953738128;1.953738128;4.900859693,0.125000965705;0.375001205246;0.749999026752,0.875001460448;0.625001220907;0.249998995431,0.91874786688;0.168747148258;0.162506182566,0.66874785122;0.418747611679;0.662506213887,0.0812535390435;0.831254257666;0.837493880076,0.331253554704;0.581253794245;0.337493848755,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-52.82719,4.65,4.652270444;-1.4673e-05;0.0,-1.4673e-05;4.652270444;0.0,0.0;0.0;2.967246748,0.0;0.0;0.0,0.500000454511;0.500000454511;0.499998862919,0.304512492376;0.304512492376;0.0,0.695488416645;0.695488416645;0.0,0.804517474507;0.195483434515;0.499998862919,0.195483434515;0.804517474507;0.499998862919,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-48.026068,4.67,4.64444055;-5.126e-06;0.0,-5.126e-06;4.64444055;0.0,0.0;0.0;3.006406016,0.0;0.0;0.0,0.500000492633;0.500000492633;0.49999899947,0.304411596013;0.304411596013;0.0,0.695589389252;0.695589389252;0.0,0.804413569804;0.195585262346;0.49999899947,0.195585262346;0.804413569804;0.49999899947,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-84.213691,5,5.0;0.0;0.0,0.0;5.0;0.0,0.0;0.0;5.0,0.0;0.0;0.0,0.0;0.5;0.5,0.5;0.0;0.5,0.5;0.5;0.0,0.339278;0.339278;0.339278,0.660722;0.660722;0.660722,0.839278;0.339278;0.160722,0.339278;0.160722;0.839278,0.839278;0.160722;0.660722,0.160722;0.839278;0.339278,0.660722;0.839278;0.160722,0.160722;0.660722;0.839278,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-103.11742,4.88,4.88;0.0;0.0,0.0;4.88;0.0,0.0;0.0;4.88,0.0;0.0;0.0,0.0;0.5;0.5,0.5;0.0;0.5,0.5;0.5;0.0,0.341678278689;0.341678278689;0.341678278689,0.658321721311;0.658321721311;0.658321721311,0.841678278689;0.341678278689;0.158321721311,0.341678278689;0.158321721311;0.841678278689,0.841678278689;0.158321721311;0.658321721311,0.158321721311;0.841678278689;0.341678278689,0.658321721311;0.841678278689;0.158321721311,0.158321721311;0.658321721311;0.841678278689,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-87.149444,4.99,4.99;0.0;0.0,0.0;4.99;0.0,0.0;0.0;4.99,0.0;0.0;0.0,0.0;0.5;0.5,0.5;0.0;0.5,0.5;0.5;0.0,0.339436873747;0.339436873747;0.339436873747,0.660563126253;0.660563126253;0.660563126253,0.839436873747;0.339436873747;0.160563126253,0.339436873747;0.160563126253;0.839436873747,0.839436873747;0.160563126253;0.660563126253,0.160563126253;0.839436873747;0.339436873747,0.660563126253;0.839436873747;0.160563126253,0.160563126253;0.660563126253;0.839436873747,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-47.876948,3.86,3.880063231;0.0;0.0,0.0;3.880063231;0.0,1.940031616;1.940031616;4.818983634,0.12499934755;0.37500042801;0.750000471987,0.87499874273;0.625000239549;0.250000849038,0.916654829428;0.166656742606;0.166688675664,0.666655017889;0.416656514707;0.666688298614,0.0833442984161;0.833344962516;0.833310570235,0.333344109955;0.583345190414;0.333310947285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-20.876913,4.93,0.0;2.465;2.465,2.465;0.0;2.465,2.465;2.465;0.0,0.0;0.0;0.0,0.25;0.25;0.25,0.75;0.75;0.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-102.866408,5.35,5.149988684;0.0;0.0,0.0;3.224292508;0.0,0.0;0.0;6.516578596,0.239524798148;0.249999030175;0.596217776363,0.760475457386;0.75000019198;0.403782439088,0.260476300495;0.75000019198;0.0962176686375,0.739523955039;0.249999030175;0.903782546813,0.130476014848;0.249999030175;0.905677713091,0.869522298935;0.75000019198;0.0943209678124,0.497311772346;0.249999030175;0.14460809244,0.00268764008026;0.75000019198;0.644608200165,0.369523142043;0.75000019198;0.405679139913,0.630477113491;0.249999030175;0.594321075538,0.997312615454;0.249999030175;0.355390480738,0.502688483189;0.75000019198;0.855390588463,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-105.674062,4.595845849,4.589255987;0.0;0.0,0.0;5.570890449;0.0,0.0;0.0;4.949580935,0.0;0.17196353236;0.25000096296,0.0;0.828036387043;0.750000868508,0.500000437217;0.671962594539;0.25000096296,0.500000437217;0.328037324864;0.750000868508,0.272292503085;0.38103782859;0.418138429734,0.727706192346;0.618962090812;0.581863401735,0.272292503085;0.618962090812;0.918138335281,0.227705755129;0.881038685814;0.418138429734,0.227705755129;0.118961233589;0.918138335281,0.772292940302;0.881038685814;0.081861475814,0.772292940302;0.118961233589;0.581863401735,0.727706192346;0.38103782859;0.081861475814,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-41.537563,4.78,4.736542959;-2.59e-06;0.0,-2.59e-06;4.736542959;0.0,0.0;0.0;3.099734772,0.0;0.0;0.0,0.499999961048;0.499999961048;0.500000843298,0.30609894291;0.30609894291;0.0,0.693900979185;0.693900979185;0.0,0.806100680443;0.193899241652;0.500000843298,0.193899241652;0.806100680443;0.500000843298,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-49.375826,4.68,4.66409506;-5.447e-06;0.0,-5.447e-06;4.66409506;0.0,0.0;0.0;3.000313106,0.0;0.0;0.0,0.499998969467;0.499998969467;0.50000114888,0.304730422854;0.304730422854;0.0,0.69526966012;0.69526966012;0.0,0.804735112669;0.195264970305;0.50000114888,0.195264970305;0.804735112669;0.50000114888,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-211.64162,5.19,5.196055161;0.0;0.0,0.0;5.519837999;0.0,0.0;0.0;9.296009464,0.136164836222;0.403272704815;0.629108653842,0.636163377327;0.596727657695;0.870890894781,0.363835629419;0.903272886071;0.370890328087,0.863836095061;0.0967274764398;0.129109162878,0.863836095061;0.596727657695;0.370890328087,0.363835629419;0.403272704815;0.129109162878,0.535517794516;0.108901746774;0.229630790316,0.96448360241;0.608901928029;0.770369267344,0.636163377327;0.0967274764398;0.629108653842,0.136164836222;0.903272886071;0.870890894781,0.464483136768;0.391098434481;0.72963028128,0.0355173288739;0.891098615737;0.270369776379,0.317240666029;0.149002561334;0.510719144423,0.0355173288739;0.391098434481;0.229630790316,0.464483136768;0.891098615737;0.770369267344,0.817241131671;0.350997619921;0.510719144423,0.682760265254;0.850997801177;0.489280913236,0.317240666029;0.649002742589;0.989280404201,0.182759799613;0.649002742589;0.489280913236,0.182759799613;0.149002561334;0.0107196534584,0.535517794516;0.608901928029;0.270369776379,0.817241131671;0.850997801177;0.989280404201,0.96448360241;0.108901746774;0.72963028128,0.682760265254;0.350997619921;0.0107196534584,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-44.397803,3.93,3.944556466;0.0;0.0,0.0;3.944556466;0.0,1.972278233;1.972278233;4.920989518,0.125000665243;0.375000889222;0.749999565433,0.875000629661;0.625000405681;0.250000532515,0.918855630613;0.168854958675;0.162290530609,0.668856114154;0.418855890175;0.662289563528,0.08114566429;0.831146336229;0.837709567338,0.331145180749;0.581145404729;0.33771053442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-48.372702,4.72,4.707122603;1.14e-06;0.0,1.14e-06;4.707122603;0.0,0.0;0.0;3.021890907,0.0;0.0;0.0,0.499999602411;0.499999602411;0.500001504522,0.305551771852;0.305551771852;0.0,0.69444743297;0.69444743297;0.0,0.805555771145;0.194443433677;0.500001504522,0.194443433677;0.805555771145;0.500001504522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-47.05849,4.69,4.662440664;-4.651e-06;0.0,-4.651e-06;4.662440664;0.0,0.0;0.0;3.021730297,0.0;0.0;0.0,0.500000427566;0.500000427566;0.500001605537,0.304737694209;0.304737694209;0.0,0.695263160923;0.695263160923;0.0,0.804739658591;0.195259051739;0.500001605537,0.195259051739;0.804739658591;0.500001605537,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-52.827007,4.67,4.67814252;6.044e-06;0.0,6.044e-06;4.67814252;0.0,0.0;0.0;2.972545114,0.0;0.0;0.0,0.499999084681;0.499999084681;0.499999139794,0.305020240482;0.305020240482;0.0,0.694980066477;0.694980066477;0.0,0.805013700505;0.194984468856;0.499999139794,0.194984468856;0.805013700505;0.499999139794,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-103.141202,4.9,4.9;0.0;0.0,0.0;4.9;0.0,0.0;0.0;4.9,0.0;0.0;0.0,0.0;0.5;0.5,0.5;0.0;0.5,0.5;0.5;0.0,0.341295918367;0.341295918367;0.341295918367,0.658704081633;0.658704081633;0.658704081633,0.841295918367;0.341295918367;0.158704081633,0.341295918367;0.158704081633;0.841295918367,0.841295918367;0.158704081633;0.658704081633,0.158704081633;0.841295918367;0.341295918367,0.658704081633;0.841295918367;0.158704081633,0.158704081633;0.658704081633;0.841295918367,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-84.205431,5.02,5.02;0.0;0.0,0.0;5.02;0.0,0.0;0.0;5.02,0.0;0.0;0.0,0.0;0.5;0.5,0.5;0.0;0.5,0.5;0.5;0.0,0.338954183267;0.338954183267;0.338954183267,0.661045816733;0.661045816733;0.661045816733,0.838954183267;0.338954183267;0.161045816733,0.338954183267;0.161045816733;0.838954183267,0.838954183267;0.161045816733;0.661045816733,0.161045816733;0.838954183267;0.338954183267,0.661045816733;0.838954183267;0.161045816733,0.161045816733;0.661045816733;0.838954183267,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-190.538132,5.19,5.218020474;0.0;0.0,0.0;5.513274851;0.0,0.0;0.0;9.233187406,0.132897140488;0.392699449694;0.629330884828,0.632897095068;0.607301484234;0.870668995062,0.367102814093;0.892699916658;0.370669396115,0.867102768673;0.10730101727;0.129331285881,0.867102768673;0.607301484234;0.370669396115,0.367102814093;0.392699449694;0.129331285881,0.537761400896;0.112749684498;0.232296812107,0.962238462846;0.612750151462;0.767702385786,0.632897095068;0.10730101727;0.629330884828,0.132897140488;0.892699916658;0.870668995062,0.462238508265;0.387250782466;0.732297494103,0.0377614463151;0.88725124943;0.26770278684,0.317300403141;0.151733773956;0.509615996416,0.0377614463151;0.387250782466;0.232296812107,0.462238508265;0.88725124943;0.767702385786,0.817300357722;0.348266693008;0.509615996416,0.68269950602;0.848267159971;0.490384284528,0.317300403141;0.65173424092;0.990383883474,0.182699551439;0.65173424092;0.490384284528,0.182699551439;0.151733773956;0.0096163974688,0.537761400896;0.612750151462;0.26770278684,0.817300357722;0.848267159971;0.990383883474,0.962238462846;0.112749684498;0.732297494103,0.68269950602;0.348266693008;0.0096163974688,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-103.136923,4.92,4.92;0.0;0.0,0.0;4.92;0.0,0.0;0.0;4.92,0.0;0.0;0.0,0.0;0.5;0.5,0.5;0.0;0.5,0.5;0.5;0.0,0.340904471545;0.340904471545;0.340904471545,0.659095528455;0.659095528455;0.659095528455,0.840904471545;0.340904471545;0.159095528455,0.340904471545;0.159095528455;0.840904471545,0.840904471545;0.159095528455;0.659095528455,0.159095528455;0.840904471545;0.340904471545,0.659095528455;0.840904471545;0.159095528455,0.159095528455;0.659095528455;0.840904471545,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-48.19268,4.67,4.645371845;-5.023e-06;0.0,-5.023e-06;4.645371845;0.0,0.0;0.0;3.0052007,0.0;0.0;0.0,0.49999926572;0.49999926572;0.499999883535,0.304419447201;0.304419447201;0.0,0.695581236921;0.695581236921;0.0,0.804422359948;0.195578324175;0.499999883535,0.195578324175;0.804422359948;0.499999883535,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-23.175268,4.92,0.0;2.46;2.46,2.46;0.0;2.46,2.46;2.46;0.0,0.0;0.0;0.0,0.25;0.25;0.25,0.75;0.75;0.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-20.876555,4.97,0.0;2.485;2.485,2.485;0.0;2.485,2.485;2.485;0.0,0.0;0.0;0.0,0.25;0.25;0.25,0.75;0.75;0.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-103.105087,4.94,4.94;0.0;0.0,0.0;4.94;0.0,0.0;0.0;4.94,0.0;0.0;0.0,0.0;0.5;0.5,0.5;0.0;0.5,0.5;0.5;0.0,0.340536437247;0.340536437247;0.340536437247,0.659463562753;0.659463562753;0.659463562753,0.840536437247;0.340536437247;0.159463562753,0.340536437247;0.159463562753;0.840536437247,0.840536437247;0.159463562753;0.659463562753,0.159463562753;0.840536437247;0.340536437247,0.659463562753;0.840536437247;0.159463562753,0.159463562753;0.659463562753;0.840536437247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-85.549411,5.39,5.290560176;0.0;0.0,0.0;3.300876871;0.0,0.0;0.0;6.773151377,0.237918095273;0.250000236982;0.578439751591,0.76208187146;0.750000710947;0.421561521524,0.262081888094;0.750000710947;0.0784391150335,0.737918078639;0.250000236982;0.921560681664,0.130725287492;0.250000236982;0.902383493266,0.869274679241;0.750000710947;0.0976163034308,0.487995583476;0.250000236982;0.143625905558,0.0120043666242;0.750000710947;0.643625065697,0.369274695875;0.750000710947;0.402384333127,0.630725270858;0.250000236982;0.597615463571,0.987995600109;0.250000236982;0.356374731,0.512004383258;0.750000710947;0.85637389114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-204.47529,5.2,5.214189356;0.0;0.0,0.0;5.518541757;0.0,0.0;0.0;9.284614974,0.135232910019;0.397744566708;0.629083706363,0.635233930695;0.60225511491;0.870917105625,0.364766192814;0.897744407518;0.370916834962,0.864767213491;0.102255274101;0.1290834357,0.864767213491;0.60225511491;0.370916834962,0.364766192814;0.397744566708;0.1290834357,0.536021960304;0.110061684181;0.230246489056,0.963977266038;0.610061524991;0.769752975219,0.635233930695;0.102255274101;0.629083706363,0.135232910019;0.897744407518;0.870917105625,0.463978163205;0.389939968701;0.730246759719,0.0360228574714;0.88993980951;0.269753781607,0.317543128367;0.149619235725;0.510497205676,0.0360228574714;0.389939968701;0.230246489056,0.463978163205;0.88993980951;0.769752975219,0.817542231199;0.350380605084;0.510497205676,0.682456995143;0.850380445894;0.4895022586,0.317543128367;0.649619076535;0.989502529262,0.18245789231;0.649619076535;0.4895022586,0.18245789231;0.149619235725;0.0104980120633,0.536021960304;0.610061524991;0.269753781607,0.817542231199;0.850380445894;0.989502529262,0.963977266038;0.110061684181;0.730246759719,0.682456995143;0.350380605084;0.0104980120633,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
